Entity,Code,Year,Coal Consumption (terawatt-hours)
Chile,CHL,2012,78.098939
Chile,CHL,2013,87.787892
Chile,CHL,2014,88.557798
Chile,CHL,2015,85.054842
Chile,CHL,2016,86.26053016
Chile,CHL,2017,89.68966342
Chile,CHL,2018,89.3503413
China,CHN,1965,1330.7046
China,CHN,1966,1423.512
China,CHN,1967,1265.344
China,CHN,1968,1255.9237
China,CHN,1969,1516.61015
China,CHN,1970,1929.6496
China,CHN,1971,2224.87715
China,CHN,1972,2352.92345
China,CHN,1973,2383.74295
China,CHN,1974,2358.564
China,CHN,1975,2658.21095
China,CHN,1976,2723.1645
China,CHN,1977,2995.5391
China,CHN,1978,3289.1966
China,CHN,1979,3402.7054
China,CHN,1980,3539.019211
China,CHN,1981,3520.195021
China,CHN,1982,3724.837862
China,CHN,1983,3989.00452
China,CHN,1984,4338.266445
China,CHN,1985,4736.264467
China,CHN,1986,4951.423933
China,CHN,1987,5372.24183
China,CHN,1988,5771.22361
China,CHN,1989,6046.901805
China,CHN,1990,6134.517038
China,CHN,1991,6433.427774
China,CHN,1992,6731.497056
China,CHN,1993,7170.356711
China,CHN,1994,7641.667287
China,CHN,1995,7736.850532
China,CHN,1996,8095.38951
China,CHN,1997,7931.912471
China,CHN,1998,7871.716708
China,CHN,1999,8099.032735
China,CHN,2000,8211.406204
China,CHN,2001,8635.754751
China,CHN,2002,9467.457537
China,CHN,2003,11283.05858
China,CHN,2004,13155.2797
China,CHN,2005,15405.10574
China,CHN,2006,16918.38174
China,CHN,2007,18423.91293
China,CHN,2008,18715.92062
China,CHN,2009,19605.60127
China,CHN,2010,20340.27589
China,CHN,2011,22141.80533
China,CHN,2012,22420.23367
China,CHN,2013,22900.31911
China,CHN,2014,22730.65307
China,CHN,2015,22259.33951
China,CHN,2016,21970.15315
China,CHN,2017,21985.64987
China,CHN,2018,22175.21175
Colombia,COL,1965,23.42282
Colombia,COL,1966,23.42282
Colombia,COL,1967,25.7023
Colombia,COL,1968,23.41119
Colombia,COL,1969,24.99287
Colombia,COL,1970,26.08609
Colombia,COL,1971,20.28629041
Colombia,COL,1972,21.07747931
Colombia,COL,1973,21.46532818
Colombia,COL,1974,25.95738079
Colombia,COL,1975,26.38457285
Colombia,COL,1976,25.80570791
Colombia,COL,1977,26.45463278
Colombia,COL,1978,26.73881026
Colombia,COL,1979,26.97199362
Colombia,COL,1980,28.28711228
Colombia,COL,1981,28.82001167
Colombia,COL,1982,30.00825924
Colombia,COL,1983,33.07452851
Colombia,COL,1984,34.43384
Colombia,COL,1985,35.51472755
Colombia,COL,1986,35.06842979
Colombia,COL,1987,44.0942838
Colombia,COL,1988,35.17464076
Colombia,COL,1989,40.75338545
Colombia,COL,1990,18.58199939
Colombia,COL,1991,23.36885622
Colombia,COL,1992,39.08699195
Colombia,COL,1993,40.98212836
Colombia,COL,1994,46.90854202
Colombia,COL,1995,41.97690867
Colombia,COL,1996,32.54101301
Colombia,COL,1997,38.54059885
Colombia,COL,1998,36.6529917
Colombia,COL,1999,29.27204932
Colombia,COL,2000,31.43781521
Colombia,COL,2001,30.95842035
Colombia,COL,2002,25.46140897
Colombia,COL,2003,28.2248317
Colombia,COL,2004,24.6987159
Colombia,COL,2005,15.562342
Colombia,COL,2006,44.33004371
Colombia,COL,2007,39.03193894
Colombia,COL,2008,51.64210034
Colombia,COL,2009,47.50083409
Colombia,COL,2010,55.90734049
Colombia,COL,2011,45.26642774
Colombia,COL,2012,54.56033833
Colombia,COL,2013,58.68999742
Colombia,COL,2014,62.16691576
Colombia,COL,2015,57.77997378
Colombia,COL,2016,72.76997704
Colombia,COL,2017,60.22585113
Colombia,COL,2018,68.31312
Croatia,HRV,1965,0
Croatia,HRV,1966,0
Croatia,HRV,1967,0
Croatia,HRV,1968,0
Croatia,HRV,1969,0
Croatia,HRV,1970,0
Croatia,HRV,1971,0
Croatia,HRV,1972,0
Croatia,HRV,1973,0
Croatia,HRV,1974,0
Croatia,HRV,1975,0
Croatia,HRV,1976,0
Croatia,HRV,1977,0
Croatia,HRV,1978,0
Croatia,HRV,1979,0
Croatia,HRV,1980,0
Croatia,HRV,1981,0
Croatia,HRV,1982,0
Croatia,HRV,1983,0
Croatia,HRV,1984,0
Croatia,HRV,1985,0
Croatia,HRV,1986,0
Croatia,HRV,1987,0
Croatia,HRV,1988,0
Croatia,HRV,1989,0
Croatia,HRV,1990,9.40342487
Croatia,HRV,1991,5.2871143
Croatia,HRV,1992,4.64732474
Croatia,HRV,1993,3.94965267
Croatia,HRV,1994,2.4721891
Croatia,HRV,1995,2.03247043
Croatia,HRV,1996,1.66418322
Croatia,HRV,1997,2.8291138
Croatia,HRV,1998,2.70485888
Croatia,HRV,1999,2.39898988
Croatia,HRV,2000,5.02065937
Croatia,HRV,2001,5.58897095
Croatia,HRV,2002,6.79373428
Croatia,HRV,2003,7.55588307
Croatia,HRV,2004,8.02357189
Croatia,HRV,2005,7.95114025
Croatia,HRV,2006,7.38130514
Croatia,HRV,2007,8.01363987
Croatia,HRV,2008,8.24686789
Croatia,HRV,2009,5.89317686
Croatia,HRV,2010,7.93981263
Croatia,HRV,2011,8.17265686
Croatia,HRV,2012,7.32921437
Croatia,HRV,2013,7.85205265
Croatia,HRV,2014,7.52107448
Croatia,HRV,2015,7.04446545
Croatia,HRV,2016,7.57093229
Croatia,HRV,2017,4.56284442
Croatia,HRV,2018,4.170178018
Cyprus,CYP,1965,0
Cyprus,CYP,1966,0
Cyprus,CYP,1967,0
Cyprus,CYP,1968,0
Cyprus,CYP,1969,0
Cyprus,CYP,1970,0
Cyprus,CYP,1971,0
Cyprus,CYP,1972,0
Cyprus,CYP,1973,0
Cyprus,CYP,1974,0
Cyprus,CYP,1975,0
Cyprus,CYP,1976,0
Cyprus,CYP,1977,0
Cyprus,CYP,1978,0
Cyprus,CYP,1979,0
Cyprus,CYP,1980,0
Cyprus,CYP,1981,0
Cyprus,CYP,1982,0
Cyprus,CYP,1983,0
Cyprus,CYP,1984,0
Cyprus,CYP,1985,1.08159
Cyprus,CYP,1986,0.66291
Cyprus,CYP,1987,1.40723
Cyprus,CYP,1988,0.84899
Cyprus,CYP,1989,0.75595
Cyprus,CYP,1990,0.70943
Cyprus,CYP,1991,0.52335
Cyprus,CYP,1992,0.96529
Cyprus,CYP,1993,0.8141
Cyprus,CYP,1994,1.11648
Cyprus,CYP,1995,1.24441
Cyprus,CYP,1996,1.163
Cyprus,CYP,1997,0.88388
Cyprus,CYP,1998,0.16282
Cyprus,CYP,1999,0.27912
Cyprus,CYP,2000,0.41868
Cyprus,CYP,2001,0.61639
Cyprus,CYP,2002,0.51172
Cyprus,CYP,2003,0.51172
Cyprus,CYP,2004,0.51172
Cyprus,CYP,2005,0.51172
Cyprus,CYP,2006,0.3509562
Cyprus,CYP,2007,0.3187187
Cyprus,CYP,2008,0.2606912
Cyprus,CYP,2009,0.1381887
Cyprus,CYP,2010,0.1704262
Cyprus,CYP,2011,0.0801612
Cyprus,CYP,2012,0.0027912
Cyprus,CYP,2013,0.0027912
Cyprus,CYP,2014,0.02579
Cyprus,CYP,2015,0.038685
Cyprus,CYP,2016,0.005164447
Cyprus,CYP,2017,0.034689111
Cyprus,CYP,2018,0.154633911
Czech Republic,CZE,1965,410.84138
Czech Republic,CZE,1966,409.63186
Czech Republic,CZE,1967,396.14106
Czech Republic,CZE,1968,410.06217
Czech Republic,CZE,1969,426.20461
Czech Republic,CZE,1970,431.473
Czech Republic,CZE,1971,449.53439
Czech Republic,CZE,1972,443.12626
Czech Republic,CZE,1973,433.60129
Czech Republic,CZE,1974,431.99635
Czech Republic,CZE,1975,441.21894
Czech Republic,CZE,1976,449.82514
Czech Republic,CZE,1977,459.54782
Czech Republic,CZE,1978,461.33884
Czech Republic,CZE,1979,461.4784
Czech Republic,CZE,1980,447.18513
Czech Republic,CZE,1981,445.37085
Czech Republic,CZE,1982,448.82496
Czech Republic,CZE,1983,446.30125
Czech Republic,CZE,1984,454.70974
Czech Republic,CZE,1985,444.83587
Czech Republic,CZE,1986,442.82388
Czech Republic,CZE,1987,437.67179
Czech Republic,CZE,1988,442.80062
Czech Republic,CZE,1989,425.75104
Czech Republic,CZE,1990,345.9444565
Czech Republic,CZE,1991,316.9135458
Czech Republic,CZE,1992,295.9225472
Czech Republic,CZE,1993,287.8798788
Czech Republic,CZE,1994,272.4666863
Czech Republic,CZE,1995,272.723814
Czech Republic,CZE,1996,272.1186586
Czech Republic,CZE,1997,255.6804677
Czech Republic,CZE,1998,237.0022341
Czech Republic,CZE,1999,215.9442002
Czech Republic,CZE,2000,246.7169592
Czech Republic,CZE,2001,242.1303896
Czech Republic,CZE,2002,237.6306844
Czech Republic,CZE,2003,241.5218149
Czech Republic,CZE,2004,241.8883344
Czech Republic,CZE,2005,233.6969183
Czech Republic,CZE,2006,241.9752686
Czech Republic,CZE,2007,241.5147439
Czech Republic,CZE,2008,229.0496052
Czech Republic,CZE,2009,211.5761234
Czech Republic,CZE,2010,218.381162
Czech Republic,CZE,2011,214.9886677
Czech Republic,CZE,2012,206.1491699
Czech Republic,CZE,2013,196.504504
Czech Republic,CZE,2014,190.4358304
Czech Republic,CZE,2015,189.8611572
Czech Republic,CZE,2016,191.2072018
Czech Republic,CZE,2017,181.3307732
Czech Republic,CZE,2018,183.1634839
Denmark,DNK,1965,43.008903
Denmark,DNK,1966,48.744819
Denmark,DNK,1967,41.733092
Denmark,DNK,1968,37.392776
Denmark,DNK,1969,34.154984
Denmark,DNK,1970,27.31887
Denmark,DNK,1971,16.718125
Denmark,DNK,1972,17.079818
Denmark,DNK,1973,26.177967
Denmark,DNK,1974,24.728869
Denmark,DNK,1975,23.857782
Denmark,DNK,1976,33.146663
Denmark,DNK,1977,38.130118
Denmark,DNK,1978,42.008723
Denmark,DNK,1979,50.097388
Denmark,DNK,1980,71.497751
Denmark,DNK,1981,57.144005
Denmark,DNK,1982,68.932173
Denmark,DNK,1983,65.830452
Denmark,DNK,1984,69.385743
Denmark,DNK,1985,84.569871
Denmark,DNK,1986,85.545628
Denmark,DNK,1987,83.970926
Denmark,DNK,1988,78.567628
Denmark,DNK,1989,64.56976
Denmark,DNK,1990,70.833678
Denmark,DNK,1991,96.074267
Denmark,DNK,1992,80.024867
Denmark,DNK,1993,83.944177
Denmark,DNK,1994,90.270897
Denmark,DNK,1995,75.460092
Denmark,DNK,1996,103.723318
Denmark,DNK,1997,77.108063
Denmark,DNK,1998,65.531561
Denmark,DNK,1999,55.052931
Denmark,DNK,2000,46.18273
Denmark,DNK,2001,48.815762
Denmark,DNK,2002,48.873912
Denmark,DNK,2003,66.682931
Denmark,DNK,2004,51.11385
Denmark,DNK,2005,43.12641486
Denmark,DNK,2006,65.44173614
Denmark,DNK,2007,54.10831097
Denmark,DNK,2008,47.65503442
Denmark,DNK,2009,46.88334623
Denmark,DNK,2010,44.57366587
Denmark,DNK,2011,37.66049849
Denmark,DNK,2012,28.76318378
Denmark,DNK,2013,37.63481134
Denmark,DNK,2014,30.5440289
Denmark,DNK,2015,20.1007573
Denmark,DNK,2016,24.35453083
Denmark,DNK,2017,18.21966727
Denmark,DNK,2018,18.58427051
Eastern Africa,,1965,30.06858333
Eastern Africa,,1966,30.52069339
Eastern Africa,,1967,33.07721068
Eastern Africa,,1968,34.79283031
Eastern Africa,,1969,32.94396802
Eastern Africa,,1970,32.88188457
Eastern Africa,,1971,31.9478349
Eastern Africa,,1972,32.42820688
Eastern Africa,,1973,32.97217685
Eastern Africa,,1974,31.24947664
Eastern Africa,,1975,30.40837308
Eastern Africa,,1976,32.18757055
Eastern Africa,,1977,27.16497025
Eastern Africa,,1978,25.58483832
Eastern Africa,,1979,23.8502278
Eastern Africa,,1980,27.06333237
Eastern Africa,,1981,25.55268418
Eastern Africa,,1982,26.35311142
Eastern Africa,,1983,23.96528883
Eastern Africa,,1984,24.48867339
Eastern Africa,,1985,27.17569187
Eastern Africa,,1986,31.51643351
Eastern Africa,,1987,37.38234905
Eastern Africa,,1988,37.63519348
Eastern Africa,,1989,37.01012077
Eastern Africa,,1990,52.36459338
Eastern Africa,,1991,43.00038485
Eastern Africa,,1992,43.97294749
Eastern Africa,,1993,52.99696943
Eastern Africa,,1994,47.42919006
Eastern Africa,,1995,46.15381904
Eastern Africa,,1996,42.75964593
Eastern Africa,,1997,47.47858562
Eastern Africa,,1998,44.96961209
Eastern Africa,,1999,38.26788971
Eastern Africa,,2000,35.44997903
Eastern Africa,,2001,37.52689922
Eastern Africa,,2002,35.58066186
Eastern Africa,,2003,29.2064153
Eastern Africa,,2004,35.75290956
Eastern Africa,,2005,32.9369678
Eastern Africa,,2006,26.82607437
Eastern Africa,,2007,27.77558361
Eastern Africa,,2008,20.59841846
Eastern Africa,,2009,23.60401967
Eastern Africa,,2010,32.3049185
Eastern Africa,,2011,35.67730864
Eastern Africa,,2012,28.91374944
Eastern Africa,,2013,44.18349013
Eastern Africa,,2014,68.27893541
Eastern Africa,,2015,56.74447698
Eastern Africa,,2016,44.3142729
Eastern Africa,,2017,50.89887385
Eastern Africa,,2018,51.78031711
Ecuador,ECU,1965,0
Ecuador,ECU,1966,0
Ecuador,ECU,1967,0
Ecuador,ECU,1968,0
Ecuador,ECU,1969,0
Ecuador,ECU,1970,0
Ecuador,ECU,1971,0
Ecuador,ECU,1972,0
Ecuador,ECU,1973,0
Ecuador,ECU,1974,0
Ecuador,ECU,1975,0
Ecuador,ECU,1976,0
Ecuador,ECU,1977,0
Ecuador,ECU,1978,0
Ecuador,ECU,1979,0
Ecuador,ECU,1980,0
Ecuador,ECU,1981,0
Ecuador,ECU,1982,0
Ecuador,ECU,1983,0
Ecuador,ECU,1984,0
Ecuador,ECU,1985,0
Ecuador,ECU,1986,0
Ecuador,ECU,1987,0
Ecuador,ECU,1988,0
Ecuador,ECU,1989,0
Ecuador,ECU,1990,0
Ecuador,ECU,1991,0
Ecuador,ECU,1992,0
Ecuador,ECU,1993,0
Ecuador,ECU,1994,0
Ecuador,ECU,1995,0
Ecuador,ECU,1996,0
Ecuador,ECU,1997,0
Ecuador,ECU,1998,0
Ecuador,ECU,1999,0
Ecuador,ECU,2000,0
Ecuador,ECU,2001,0
Ecuador,ECU,2002,0
Ecuador,ECU,2003,0
Ecuador,ECU,2004,0
Ecuador,ECU,2005,0
Ecuador,ECU,2006,0
Ecuador,ECU,2007,0
Ecuador,ECU,2008,0
Ecuador,ECU,2009,0
Ecuador,ECU,2010,0
Ecuador,ECU,2011,0
Ecuador,ECU,2012,0
Ecuador,ECU,2013,0
Ecuador,ECU,2014,0
Ecuador,ECU,2015,0
Ecuador,ECU,2016,0
Ecuador,ECU,2017,0
Ecuador,ECU,2018,0
Egypt,EGY,1965,4.68689
Egypt,EGY,1966,3.18662
Egypt,EGY,1967,4.90786
Egypt,EGY,1968,5.10557
Egypt,EGY,1969,5.51262
Egypt,EGY,1970,5.08231
Egypt,EGY,1971,4.17066919
Egypt,EGY,1972,3.69068746
Egypt,EGY,1973,3.21467156
Egypt,EGY,1974,5.61313809
Egypt,EGY,1975,6.70846312
Egypt,EGY,1976,6.561646
Egypt,EGY,1977,7.48357936
Egypt,EGY,1978,7.1691972
Egypt,EGY,1979,7.95214043
Egypt,EGY,1980,6.4020824
Egypt,EGY,1981,8.25132218
Egypt,EGY,1982,8.52677873
Egypt,EGY,1983,8.0878509
Egypt,EGY,1984,8.201476
Egypt,EGY,1985,8.65963985
Egypt,EGY,1986,8.7069158
Egypt,EGY,1987,9.21078555
Egypt,EGY,1988,10.06868413
Egypt,EGY,1989,10.30473824
Egypt,EGY,1990,8.82841441
Egypt,EGY,1991,9.08664693
Egypt,EGY,1992,9.30814028
Egypt,EGY,1993,11.21232018
Egypt,EGY,1994,12.06716007
Egypt,EGY,1995,8.07423217
Egypt,EGY,1996,11.097346
Egypt,EGY,1997,9.39237637
Egypt,EGY,1998,9.24011641
Egypt,EGY,1999,8.39926741
Egypt,EGY,2000,10.1112383
Egypt,EGY,2001,8.89467052
Egypt,EGY,2002,9.54212425
Egypt,EGY,2003,9.89404805
Egypt,EGY,2004,10.1125176
Egypt,EGY,2005,9.89404805
Egypt,EGY,2006,9.8995723
Egypt,EGY,2007,8.99910792
Egypt,EGY,2008,8.09823649
Egypt,EGY,2009,7.19778374
Egypt,EGY,2010,5.3964363
Egypt,EGY,2011,5.12636444
Egypt,EGY,2012,4.54181738
Egypt,EGY,2013,4.48714475
Egypt,EGY,2014,4.58502283
Egypt,EGY,2015,13.02823706
Egypt,EGY,2016,19.82167433
Egypt,EGY,2017,19.16202561
Egypt,EGY,2018,32.33402136
Estonia,EST,1965,0
Estonia,EST,1966,0
Estonia,EST,1967,0
Estonia,EST,1968,0
Estonia,EST,1969,0
Estonia,EST,1970,0
Estonia,EST,1971,0
Estonia,EST,1972,0
Estonia,EST,1973,0
Estonia,EST,1974,0
Estonia,EST,1975,0
Estonia,EST,1976,0
Estonia,EST,1977,0
Estonia,EST,1978,0
Estonia,EST,1979,0
Estonia,EST,1980,0
Estonia,EST,1981,0
Estonia,EST,1982,0
Estonia,EST,1983,0
Estonia,EST,1984,0
Estonia,EST,1985,67.52030285
Estonia,EST,1986,68.34151624
Estonia,EST,1987,68.93121071
Estonia,EST,1988,65.75423245
Estonia,EST,1989,68.07053863
Estonia,EST,1990,64.7984058
Estonia,EST,1991,57.96853711
Estonia,EST,1992,50.65590712
Estonia,EST,1993,37.21687225
Estonia,EST,1994,37.60291847
Estonia,EST,1995,36.64365281
Estonia,EST,1996,38.09568157
Estonia,EST,1997,37.73448866
Estonia,EST,1998,34.21202915
Estonia,EST,1999,31.14073223
Estonia,EST,2000,32.89802523
Estonia,EST,2001,32.44533911
Estonia,EST,2002,31.6380194
Estonia,EST,2003,36.58299073
Estonia,EST,2004,37.51565858
Estonia,EST,2005,35.96511209
Estonia,EST,2006,34.08216857
Estonia,EST,2007,41.0816957
Estonia,EST,2008,39.10934074
Estonia,EST,2009,35.50217994
Estonia,EST,2010,45.45873924
Estonia,EST,2011,48.4897731
Estonia,EST,2012,45.36879282
Estonia,EST,2013,48.71905855
Estonia,EST,2014,49.14935692
Estonia,EST,2015,44.45309314
Estonia,EST,2016,44.91084994
Estonia,EST,2017,49.52034229
Estonia,EST,2018,52.77547297
Europe,,1965,6094.77067
Europe,,1966,5847.718365
Europe,,1967,5658.220524
Europe,,1968,5745.591538
Europe,,1969,5820.681515
Europe,,1970,5725.027189
Europe,,1971,5480.057666
Europe,,1972,5293.953985
Europe,,1973,5378.126623
Europe,,1974,5329.304616
Europe,,1975,5204.392188
Europe,,1976,5449.987862
Europe,,1977,5436.552999
Europe,,1978,5536.944896
Europe,,1979,5778.368111
Europe,,1980,5886.537905
Europe,,1981,5786.848647
Europe,,1982,5819.369512
Europe,,1983,5900.382009
Europe,,1984,5890.333078
Europe,,1985,7146.874765
Europe,,1986,7086.67376
Europe,,1987,7145.2287
Europe,,1988,7001.754577
Europe,,1989,6921.504421
Europe,,1990,6566.183061
Europe,,1991,6142.295846
Europe,,1992,5812.779724
Europe,,1993,5424.477901
Europe,,1994,5144.053848
Europe,,1995,5046.744868
Europe,,1996,4942.556612
Europe,,1997,4871.800813
Europe,,1998,4715.46202
Europe,,1999,4477.194512
Europe,,2000,4606.278799
Europe,,2001,4583.703635
Europe,,2002,4570.047026
Europe,,2003,4754.848793
Europe,,2004,4685.334182
Europe,,2005,4549.618647
Europe,,2006,4757.698244
Europe,,2007,4789.247925
Europe,,2008,4549.858062
Europe,,2009,4075.475082
Europe,,2010,4259.818521
Europe,,2011,4440.476098
Europe,,2012,4537.956504
Europe,,2013,4391.609462
Europe,,2014,4123.153819
Europe,,2015,3944.370881
Europe,,2016,3800.93808
Europe,,2017,3669.708999
Europe,,2018,3571.613001
Europe (other),,1965,105.3118197
Europe (other),,1966,102.913463
Europe (other),,1967,89.95412303
Europe (other),,1968,93.86978636
Europe (other),,1969,92.50272636
Europe (other),,1970,97.08940969
Europe (other),,1971,107.3208846
Europe (other),,1972,104.9443696
Europe (other),,1973,110.2698712
Europe (other),,1974,113.3944728
Europe (other),,1975,121.2220577
Europe (other),,1976,128.7751127
Europe (other),,1977,128.6299243
Europe (other),,1978,141.6884326
Europe (other),,1979,155.9465908
Europe (other),,1980,149.7171524
Europe (other),,1981,171.302313
Europe (other),,1982,176.8774269
Europe (other),,1983,200.2884974
Europe (other),,1984,218.268358
Europe (other),,1985,236.7760319
Europe (other),,1986,241.2534624
Europe (other),,1987,234.414903
Europe (other),,1988,236.2988435
Europe (other),,1989,227.5413341
Europe (other),,1990,183.4984046
Europe (other),,1991,156.2039433
Europe (other),,1992,147.4000834
Europe (other),,1993,134.1209208
Europe (other),,1994,94.9754321
Europe (other),,1995,107.6039843
Europe (other),,1996,112.9714338
Europe (other),,1997,128.6812433
Europe (other),,1998,142.6060007
Europe (other),,1999,117.3261351
Europe (other),,2000,139.9503165
Europe (other),,2001,139.1106058
Europe (other),,2002,147.3649028
Europe (other),,2003,156.0825391
Europe (other),,2004,161.41503
Europe (other),,2005,147.9541046
Europe (other),,2006,155.3340051
Europe (other),,2007,147.0718439
Europe (other),,2008,158.7420145
Europe (other),,2009,161.1290477
Europe (other),,2010,162.035694
Europe (other),,2011,182.1248789
Europe (other),,2012,163.9229992
Europe (other),,2013,169.6709135
Europe (other),,2014,140.0006684
Europe (other),,2015,159.898155
Europe (other),,2016,166.4231662
Europe (other),,2017,164.8983449
Europe (other),,2018,164.9868823
Finland,FIN,1965,20.25982053
Finland,FIN,1966,18.80453537
Finland,FIN,1967,18.09189549
Finland,FIN,1968,21.78861892
Finland,FIN,1969,26.13805284
Finland,FIN,1970,26.5675
Finland,FIN,1971,23.57944444
Finland,FIN,1972,26.15777778
Finland,FIN,1973,29.03194444
Finland,FIN,1974,29.58527778
Finland,FIN,1975,26.805
Finland,FIN,1976,36.12
Finland,FIN,1977,36.42083333
Finland,FIN,1978,49.09416667
Finland,FIN,1979,47.31305556
Finland,FIN,1980,53.68805556
Finland,FIN,1981,32.99416667
Finland,FIN,1982,36.59638889
Finland,FIN,1983,39.75083333
Finland,FIN,1984,45.78277778
Finland,FIN,1985,58.02583333
Finland,FIN,1986,53.05527778
Finland,FIN,1987,59.42694444
Finland,FIN,1988,59.5
Finland,FIN,1989,58.20638889
Finland,FIN,1990,61.2875
Finland,FIN,1991,61.21166667
Finland,FIN,1992,55.71361111
Finland,FIN,1993,63.68888889
Finland,FIN,1994,77.55638889
Finland,FIN,1995,68.605
Finland,FIN,1996,81.74694444
Finland,FIN,1997,77.42805556
Finland,FIN,1998,63.53888889
Finland,FIN,1999,61.56555556
Finland,FIN,2000,58.32722222
Finland,FIN,2001,70.48916667
Finland,FIN,2002,76.59111111
Finland,FIN,2003,95.5925
Finland,FIN,2004,85.87944444
Finland,FIN,2005,55.16888889
Finland,FIN,2006,86.15388889
Finland,FIN,2007,81.35305556
Finland,FIN,2008,62.04361111
Finland,FIN,2009,62.48972222
Finland,FIN,2010,78.925
Finland,FIN,2011,64.1175
Finland,FIN,2012,52.50166667
Finland,FIN,2013,58.04138889
Finland,FIN,2014,52.02472222
Finland,FIN,2015,44.405
Finland,FIN,2016,50.78638889
Finland,FIN,2017,46.53083333
Finland,FIN,2018,49.67138889
France,FRA,1965,481.1354404
France,FRA,1966,445.8140867
France,FRA,1967,440.0425863
France,FRA,1968,423.1608497
France,FRA,1969,423.6030597
France,FRA,1970,403.1711102
France,FRA,1971,369.4351542
France,FRA,1972,328.6125875
France,FRA,1973,325.0417786
France,FRA,1974,329.0066222
France,FRA,1975,288.4420903
France,FRA,1976,339.1309044
France,FRA,1977,326.6252508
France,FRA,1978,340.7844705
France,FRA,1979,370.0985241
France,FRA,1980,362.3610838
France,FRA,1981,330.292
France,FRA,1982,337.7352
France,FRA,1983,305.6364
France,FRA,1984,292.2619
France,FRA,1985,283.6557
France,FRA,1986,234.4608
France,FRA,1987,213.4105
France,FRA,1988,208.4096
France,FRA,1989,226.9013
France,FRA,1990,220.8537
France,FRA,1991,235.0423
France,FRA,1992,207.2466
France,FRA,1993,169.3328
France,FRA,1994,166.5416
France,FRA,1995,170.4958
France,FRA,1996,181.6606
France,FRA,1997,159.0984
France,FRA,1998,189.2201
France,FRA,1999,169.4491
France,FRA,2000,164.7612912
France,FRA,2001,144.1878096
France,FRA,2002,148.6098961
France,FRA,2003,157.9793498
France,FRA,2004,150.3884488
France,FRA,2005,156.1845268
France,FRA,2006,144.3175888
France,FRA,2007,149.4089585
France,FRA,2008,140.40899
France,FRA,2009,125.0283034
France,FRA,2010,133.8708831
France,FRA,2011,113.6068525
France,FRA,2012,128.7003574
France,FRA,2013,134.4942375
France,FRA,2014,100.4477936
France,FRA,2015,97.50257446
France,FRA,2016,94.87754
France,FRA,2017,107.8101
France,FRA,2018,97.48266
Germany,DEU,1965,1869.476537
Germany,DEU,1966,1745.339426
Germany,DEU,1967,1681.304433
Germany,DEU,1968,1705.439029
Germany,DEU,1969,1755.960478
Germany,DEU,1970,1733.99811
Germany,DEU,1971,1659.38003
Germany,DEU,1972,1619.86129
Germany,DEU,1973,1625.12968
Germany,DEU,1974,1632.11931
Germany,DEU,1975,1478.56842
Germany,DEU,1976,1560.83904
Germany,DEU,1977,1499.00233
Germany,DEU,1978,1518.48258
Germany,DEU,1979,1606.77754
Germany,DEU,1980,1643.76094
Germany,DEU,1981,1671.31241
Germany,DEU,1982,1631.47966
Germany,DEU,1983,1690.96711
Germany,DEU,1984,1745.24432
Germany,DEU,1985,1735.99847
Germany,DEU,1986,1640.37661
Germany,DEU,1987,1633.63121
Germany,DEU,1988,1614.39519
Germany,DEU,1989,1640.09749
Germany,DEU,1990,1529.690833
Germany,DEU,1991,1343.595278
Germany,DEU,1992,1214.497982
Germany,DEU,1993,1145.774212
Germany,DEU,1994,1111.451593
Germany,DEU,1995,1053.939371
Germany,DEU,1996,1049.401871
Germany,DEU,1997,1016.81826
Germany,DEU,1998,992.5123229
Germany,DEU,1999,955.5816636
Germany,DEU,2000,992.0958302
Germany,DEU,2001,994.9360378
Germany,DEU,2002,997.1488156
Germany,DEU,2003,1013.619927
Germany,DEU,2004,988.1100125
Germany,DEU,2005,945.3872429
Germany,DEU,2006,983.3112672
Germany,DEU,2007,1008.286724
Germany,DEU,2008,931.8082311
Germany,DEU,2009,834.2924364
Germany,DEU,2010,896.1722222
Germany,DEU,2011,910.7911111
Germany,DEU,2012,936.0741667
Germany,DEU,2013,963.3986111
Germany,DEU,2014,925.895
Germany,DEU,2015,915.0558333
Germany,DEU,2016,889.935
Germany,DEU,2017,831.9302778
Germany,DEU,2018,772.2222222
Greece,GRC,1965,24.50441
Greece,GRC,1966,24.45789
Greece,GRC,1967,23.3763
Greece,GRC,1968,26.4001
Greece,GRC,1969,25.55111
Greece,GRC,1970,29.40064
Greece,GRC,1971,43.33338
Greece,GRC,1972,46.2874
Greece,GRC,1973,54.44003
Greece,GRC,1974,57.3359
Greece,GRC,1975,75.08328
Greece,GRC,1976,88.72527
Greece,GRC,1977,94.36582
Greece,GRC,1978,83.91045
Greece,GRC,1979,46.06643
Greece,GRC,1980,46.06643
Greece,GRC,1981,45.60123
Greece,GRC,1982,46.29903
Greece,GRC,1983,56.77766
Greece,GRC,1984,60.62719
Greece,GRC,1985,70.30335
Greece,GRC,1986,67.09347
Greece,GRC,1987,76.59518
Greece,GRC,1988,85.96896
Greece,GRC,1989,92.42361
Greece,GRC,1990,93.72660031
Greece,GRC,1991,90.17141398
Greece,GRC,1992,94.08823516
Greece,GRC,1993,94.0472743
Greece,GRC,1994,94.24908969
Greece,GRC,1995,93.93197448
Greece,GRC,1996,91.37746824
Greece,GRC,1997,98.41098986
Greece,GRC,1998,102.9504464
